4210627147,54808,0,37.633667,0.000000
2015080,54808,0,37.633667,0.000000
999800,54808,0,37.633667,0.000000
1001840,54808,0,37.633667,0.000000
997800,54808,0,37.633667,0.000000
999920,54808,0,37.633667,0.000000
1000280,54808,0,37.633667,0.000000
999840,54808,0,37.633667,0.000000
1000240,54808,0,37.633667,0.000000
999800,54808,0,37.633667,0.000000
1000240,54808,0,37.633667,0.000000
1003240,54808,0,37.633667,0.000000
999760,54808,0,37.633667,0.000000
996920,54808,0,37.633667,0.000000
1003440,54808,0,37.633667,0.000000
996840,54808,0,37.633667,0.000000
1000880,54808,0,37.633667,0.000000
998800,54808,0,37.633667,0.000000
1000120,54808,0,37.633667,0.000000
999760,54808,0,37.633667,0.000000
1000120,54808,0,37.633667,0.000000
999680,54808,0,37.633667,0.000000
1000280,54808,0,37.633667,0.000000
999920,54808,0,37.633667,0.000000
1000360,54808,0,37.633667,0.000000
999920,54808,0,37.633667,0.000000
1003280,54808,0,37.633667,0.000000
997640,54808,0,37.633667,0.000000
999360,54809,0,37.634354,0.000000
1000040,54807,0,37.632980,0.000000
1000480,54808,0,37.633667,0.000000
1003000,54808,0,37.633667,0.000000
1000560,54808,0,37.633667,0.000000
998600,54808,0,37.633667,0.000000
998000,54808,0,37.633667,0.000000
999520,54809,0,37.634354,0.000000
1000120,54808,0,37.633667,0.000000
999520,54808,0,37.633667,0.000000
1000200,54793,0,37.623367,0.000000
1000000,54730,0,37.580109,0.000000
999560,53926,0,37.028046,0.000000
999920,51934,0,35.660248,0.000000
1000040,48861,0,33.550186,0.000000
999840,46070,0,31.633759,0.000000
1000040,43729,0,30.026321,0.000000
1000080,41070,0,28.200531,0.000000
1000240,38843,0,26.671371,0.000000
999960,36937,0,25.362625,0.000000
1000320,34794,0,23.891144,0.000000
999400,32955,0,22.628403,0.000000
999840,31400,0,21.560669,0.000000
999960,29602,73722,20.326080,50.620880
1000000,28083,73722,19.283066,50.620880
999800,26781,73720,18.389053,50.619507
1000240,25322,73716,17.387238,50.616760
1000240,24840,73707,17.056274,50.610580
1000120,26453,73691,18.163834,50.599594
1000640,29075,73669,19.964218,50.584488
999480,31812,73637,21.843567,50.562515
999600,34083,73595,23.402939,50.533676
1000040,36573,73541,25.112686,50.496597
999760,38588,73474,26.496277,50.450592
1000280,40442,73392,27.769318,50.394287
999840,42134,73297,28.931122,50.329056
1000080,43735,73190,30.030441,50.255585
999880,45087,73073,30.958786,50.175247
1000000,46653,72947,32.034073,50.088730
999960,47979,72814,32.944565,49.997406
999920,49109,72675,33.720474,49.901962
999880,50411,72531,34.614487,49.803085
1000240,51534,72385,35.385590,49.702835
1000080,52492,72238,36.043396,49.601898
999960,53594,72223,36.800079,49.591599
1000000,54524,72074,37.438660,49.489288
1000040,55314,71918,37.981110,49.382172
999840,56196,71750,38.586731,49.266815
1000120,56952,71565,39.105835,49.139786
999680,57589,71362,39.543228,49.000397
1000280,58321,71138,40.045853,48.846588
999920,58934,70894,40.466766,48.679047
1000200,59458,70630,40.826569,48.497772
999840,60051,70348,41.233749,48.304138
999920,60548,70049,41.575012,48.098831
999960,60957,69736,41.855850,47.883911
1000000,61415,69412,42.170334,47.661438
999880,61786,69080,42.425079,47.433472
1000240,62098,68743,42.639313,47.202072
999960,62442,68404,42.875519,46.969299
1000080,62727,68067,43.071213,46.737900
999960,62963,67733,43.233261,46.508560
999920,63222,67406,43.411102,46.284027
999920,63431,67087,43.554611,46.064987
1000040,63598,66776,43.669281,45.851440
999760,63773,66474,43.789444,45.644073
1000280,63912,66180,43.884888,45.442200
1000000,64014,65891,43.954926,45.243759
1000040,64118,65730,44.026337,45.133209
999920,64192,65437,44.077148,44.932022
1000040,64244,65119,44.112854,44.713669
999840,64288,64772,44.143066,44.475403
1000160,64315,64396,44.161606,44.217224
999720,64325,63992,44.168472,43.939819
1000240,64326,63559,44.169159,43.642502
1000120,64319,63096,44.164352,43.324585
1000080,64316,62605,44.162292,42.987442
999800,64305,62085,44.154739,42.630386
1000000,64295,61536,44.147873,42.253418
999960,64283,60958,44.139633,41.856537
1000000,64274,60351,44.133453,41.439743
999840,64264,59715,44.126587,41.003036
1000200,64261,59049,44.124527,40.545731
999920,64259,58354,44.123154,40.068512
1001080,64256,57630,44.121094,39.571381
998800,64246,56877,44.114227,39.054337
1000120,64234,56094,44.105988,38.516693
1000000,64209,55281,44.088821,37.958450
1000120,64171,54440,44.062729,37.380981
999680,64067,53568,43.991318,36.782227
1000160,63905,52666,43.880081,36.162872
1000040,63697,51735,43.737259,35.523605
1000080,63376,50774,43.516846,34.863739
1000120,63033,49783,43.281326,34.183273
999760,62647,48762,43.016281,33.482208
999880,62208,47710,42.714844,32.759857
1000080,61728,46629,42.385254,32.017593
999880,61262,45517,42.065277,31.254044
1000080,60665,44374,41.655350,30.469208
1000080,60095,43201,41.263962,29.663773
1000040,59565,41998,40.900040,28.837738
999920,58884,40763,40.432434,27.989731
1000040,58242,39498,39.991608,27.121124
999760,57636,38202,39.575500,26.231232
1000120,56868,36875,39.048157,25.320053
999760,56133,35517,38.543472,24.387589
1000360,55371,34128,38.020248,23.433838
999920,54577,32708,37.475052,22.458801
1000080,53759,31257,36.913376,21.462479
999960,52995,29775,36.388779,20.444870
999840,52040,28261,35.733032,19.405289
999960,51142,26716,35.116425,18.344421
1000000,50309,25141,34.544449,17.262955
999880,49249,23534,33.816605,16.159515
1000320,48250,21896,33.130646,15.034790
999880,47314,20227,32.487946,13.888779
1000080,46130,18528,31.674957,12.722168
1000000,45021,16799,30.913467,11.534958
999960,43997,15039,30.210342,10.326462
999840,42730,13250,29.340363,9.098053
1000040,41547,11431,28.528061,7.849045
999920,40338,9583,27.697906,6.580124
1000200,39099,7706,26.847153,5.291290
999920,37832,5802,25.977173,3.983917
1000120,36678,3870,25.184784,2.657318
999920,35240,1912,24.197388,1.312866
999840,33912,4294967225,23.285522,-0.048752
1000040,32682,4294965217,22.440948,-1.427536
1000000,31135,4294963185,21.378708,-2.822800
999800,29693,4294961137,20.388565,-4.229050
1000320,28227,4294959094,19.381943,-5.631866
1000040,26745,4294957061,18.364334,-7.027817
999920,25239,4294955037,17.330246,-8.417587
1000040,23865,4294953026,16.386795,-9.798431
1000000,22146,4294951027,15.206451,-11.171036
999760,20567,4294949043,14.122238,-12.533340
1000040,19129,4294947074,13.134842,-13.885345
999920,17353,4294945122,11.915359,-15.225677
1000200,15714,4294943189,10.789948,-16.552963
999920,14220,4294941276,9.764099,-17.866516
1000120,12371,4294939384,8.494492,-19.165649
999920,10837,4294937516,7.441177,-20.448303
1000120,9110,4294935672,6.255341,-21.714478
999680,7206,4294933855,4.947968,-22.962112
1000120,5472,4294932065,3.757324,-24.191208
999760,3739,4294930306,2.567368,-25.399017
1000320,2003,4294928578,1.375351,-26.585541
999960,267,4294926882,0.183334,-27.750092
1001520,4294965834,4294925221,-1.003876,-28.890610
998600,4294964107,4294923597,-2.189713,-30.005722
999840,4294962376,4294922010,-3.378296,-31.095428
1000200,4294960813,4294920463,-4.451523,-32.157669
999760,4294958912,4294918956,-5.756836,-33.192444
999800,4294957184,4294917491,-6.943359,-34.198380
1000400,4294955443,4294916069,-8.138809,-35.174789
999760,4294953704,4294914692,-9.332886,-36.120300
1000120,4294951978,4294913365,-10.518036,-37.031479
1000000,4294950275,4294912100,-11.687393,-37.900085
999960,4294948585,4294910899,-12.847824,-38.724747
999840,4294946900,4294909760,-14.004822,-39.506836
1000040,4294945396,4294908681,-15.037537,-40.247726
999840,4294943587,4294907661,-16.279678,-40.948105
1000280,4294941958,4294906699,-17.398224,-41.608658
1000000,4294940504,4294905793,-18.396606,-42.230759
1000080,4294938741,4294904940,-19.607162,-42.816467
999880,4294937180,4294904140,-20.679016,-43.365784
1000080,4294935661,4294903390,-21.722031,-43.880768
999800,4294934182,4294902688,-22.737579,-44.362793
1000080,4294932741,4294902032,-23.727036,-44.813232
999800,4294931339,4294901420,-24.689713,-45.233459
1000320,4294929967,4294900851,-25.631790,-45.624161
999880,4294928622,4294900322,-26.555328,-45.987396
1000240,4294927435,4294899831,-27.370377,-46.324539
999680,4294926007,4294899377,-28.350906,-46.636276
1000120,4294924747,4294898958,-29.216080,-46.923981
999760,4294923522,4294898571,-30.057220,-47.189713
1000040,4294922336,4294898215,-30.871582,-47.434158
1000160,4294921191,4294897889,-31.657791,-47.658005
1000200,4294920081,4294897590,-32.419968,-47.863312
999680,4294919008,4294897317,-33.156738,-48.050766
1000280,4294917977,4294897069,-33.864670,-48.221054
999760,4294917084,4294896844,-34.477844,-48.375549
1000120,4294916042,4294896640,-35.193329,-48.515625
999760,4294915132,4294896457,-35.818176,-48.641281
1000080,4294914347,4294896292,-36.357193,-48.754578
999800,4294913422,4294896145,-36.992340,-48.855515
1000320,4294912610,4294896015,-37.549896,-48.944778
999960,4294911906,4294895899,-38.033295,-49.024429
1000080,4294911068,4294895798,-38.608704,-49.093781
999880,4294910342,4294895710,-39.107208,-49.154205
1000080,4294909648,4294895634,-39.583740,-49.206390
999800,4294908982,4294895569,-40.041046,-49.251022
